Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence,WER,MER,WIL
Participant15,Corpus8,B2,11,"""Hey Google, play some music.""",hey Google play a song music,0.4,0.3333333333333333,0.4666666666666667
Participant15,Corpus8,B2,12,"""Hey Google, turn on all the switches.""",hey Google call Mom,0.7142857142857143,0.7142857142857143,0.8571428571428572
Participant15,Corpus8,B2,13,"""Hey Google, what's the weather like today?""",hey Google what's the weather like today,0.0,0.0,0.0
Participant15,Corpus8,B2,14,"""Hey Google, Bluetooth pairing.""",hey Google Bluetooth pairing,0.0,0.0,0.0
Participant15,Corpus8,B2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",hey Google kitchen lights to 50%,0.3333333333333333,0.3333333333333333,0.33333333333333337
Participant15,Corpus8,B2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter,0.0,0.0,0.0
Participant15,Corpus8,B2,17,"""Hey Google, help.""",hey Google help,0.0,0.0,0.0
Participant15,Corpus8,B2,18,"""Hey Google, broadcast 'dinner is ready'.""",hey Google back 5 dinner is ready,0.5,0.42857142857142855,0.6190476190476191
Participant15,Corpus8,B2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel my alarm for 7:15,0.25,0.25,0.3571428571428572
Participant15,Corpus8,B2,20,"""Hey Google, add apples to my shopping list.""",hey Google add to my shopping list,0.125,0.125,0.125
Participant16,Corpus1,D1,1,"""Hey Google, read a bedtime story.""",Elizabethton star,1.0,1.0,1.0
Participant16,Corpus1,D1,2,"""Hey Google, did the Liverpool win yesterday?""",-,1.0,1.0,1.0
Participant16,Corpus1,D1,3,"""Hey Google, redi-al.""",-,1.0,1.0,1.0
Participant16,Corpus1,D1,4,"""Hey Google, call the nearest coffee shop.""",go to the nearest,0.7142857142857143,0.7142857142857143,0.8571428571428572
Participant16,Corpus1,D1,5,"""Hey Google, stop the music.""",Stop the Music,0.4,0.4,0.4
Participant16,Corpus1,D1,6,"""Hey Google, broadcast 'wake everybody up'.""",Google everybody,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant16,Corpus1,D1,7,"""Hey Google, dim the living room lights.""",dim the living room lights,0.2857142857142857,0.2857142857142857,0.2857142857142857
Participant16,Corpus1,D1,8,"""Hey Google, broadcast 'dinner is ready'.""",-,1.0,1.0,1.0
Participant16,Corpus1,D1,9,"""Hey Google, turn on the Bedroom Light.""",Mini light,0.8571428571428571,0.8571428571428571,0.9285714285714286
Participant16,Corpus1,D1,10,"""Hey Google, broadcast 'time to leave for school'.""",look up,1.0,1.0,1.0
Participant16,Corpus1,D1,11,"""Hey Google, stop.""",-,1.0,1.0,1.0
Participant16,Corpus1,D1,12,"""Hey Google, play music on all the downstairs speakers.""",play music,0.7777777777777778,0.7777777777777778,0.7777777777777778
Participant16,Corpus1,D1,13,"""Hey Google, play some hip hop.""",Clear,1.0,1.0,1.0
Participant16,Corpus1,D1,14,"""Hey Google, snooze the alarm.""",who do,1.0,1.0,1.0
Participant16,Corpus1,D1,15,"""Hey Google, what does an elephant sound like?""",-,1.0,1.0,1.0
Participant16,Corpus1,D1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",-,1.0,1.0,1.0
Participant16,Corpus1,D1,17,"""Hey Google, play Batman on TV.""",-,1.0,1.0,1.0
Participant16,Corpus1,D1,18,"""Hey Google, what is the French word for grapefruit?""",-,1.0,1.0,1.0
Participant16,Corpus1,D1,19,"""Hey Google, help.""",-,1.0,1.0,1.0
Participant16,Corpus1,D1,20,"""Hey Google, what are my reminders for this week?""",-,1.0,1.0,1.0
Participant16,Corpus2,A1,1,"""Hey Google, what does an elephant sound like?""",What does an elephant sound like,0.25,0.25,0.25
Participant16,Corpus2,A1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",remind me at 8 a.m. tomorrow to take my lunch into work,0.42857142857142855,0.4,0.5178571428571428
Participant16,Corpus2,A1,3,"""Hey Google, play some music from Spotify.""",play some music on Spotify,0.42857142857142855,0.42857142857142855,0.5428571428571429
Participant16,Corpus2,A1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify,0.0,0.0,0.0
Participant16,Corpus2,A1,5,"""Hey Google, flip a coin.""",hey Google,0.6,0.6,0.6
Participant16,Corpus2,A1,6,"""Hey Google, read Women and Power.""",-,1.0,1.0,1.0
Participant16,Corpus2,A1,7,"""Hey Google, move my music to the bedroom""",hey Google move my music to the bedroom,0.0,0.0,0.0
Participant16,Corpus2,A1,8,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story,0.0,0.0,0.0
Participant16,Corpus2,A1,9,"""Hey Google, Open Spotify.""",open Spotify,0.5,0.5,0.5
Participant16,Corpus2,A1,10,"""Hey Google, raise the temperature three degrees.""",how do I raise the temperature 3 degrees,0.5714285714285714,0.5,0.7142857142857143
Participant16,Corpus2,A1,11,"""Hey Google, hang up.""",hey Google hang up,0.0,0.0,0.0
Participant16,Corpus2,A1,12,"""Hey Google, broadcast 'time to leave for school'.""",have a good time for you for school,0.75,0.75,0.9375
Participant16,Corpus2,A1,13,"""Hey Google, brighten the office lamp.""",brighten the office lamp,0.3333333333333333,0.3333333333333333,0.33333333333333337
Participant16,Corpus2,A1,14,"""Hey Google, what is today's headlines?""",hey Google what is today's headlines,0.0,0.0,0.0
Participant16,Corpus2,A1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom lights,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant16,Corpus2,A1,16,"""Hey Google, where did I put the spare keys?""",hey Google where did I put my keys,0.2222222222222222,0.2222222222222222,0.3194444444444444
Participant16,Corpus2,A1,17,"""Hey Google, redial.""",Redial,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant16,Corpus2,A1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google,0.7777777777777778,0.7777777777777778,0.7777777777777778
Participant16,Corpus2,A1,19,"""Hey Google, call my phone.""",-,1.0,1.0,1.0
Participant16,Corpus2,A1,20,"""Hey Google, do I have anything scheduled for Friday?""",14 for Friday,0.7777777777777778,0.7777777777777778,0.8518518518518519
Participant16,Corpus3,C1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",Set the timer start to 20 degrees,0.5555555555555556,0.5,0.6031746031746031
Participant16,Corpus3,C1,2,"""Hey Google, broadcast 'dinner is ready'.""",broadcast dinner is ready,0.5,0.5,0.625
Participant16,Corpus3,C1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:15 a.m. 7:15 a.m. tomorrow morning,0.4,0.3333333333333333,0.4666666666666667
Participant16,Corpus3,C1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",delete my reminder to pick up my dry cleaning,0.18181818181818182,0.18181818181818182,0.18181818181818177
Participant16,Corpus3,C1,5,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter,0.0,0.0,0.0
Participant16,Corpus3,C1,6,"""Hey Google, did the Liverpool win yesterday?""",did the Rockies win yesterday,0.42857142857142855,0.42857142857142855,0.5428571428571429
Participant16,Corpus3,C1,7,"""Hey Google, when is it going to rain?""",when is it going to rain,0.25,0.25,0.25
Participant16,Corpus3,C1,8,"""Hey Google, sing a song.""",I'm good,1.0,1.0,1.0
Participant16,Corpus3,C1,9,"""Hey Google, are there any Italian restaurants around here?""",I will get,1.0,1.0,1.0
Participant16,Corpus3,C1,10,"""Hey Google, start the school day""",Stop,1.0,1.0,1.0
Participant16,Corpus3,C1,11,"""Hey Google, hang up.""",-,1.0,1.0,1.0
Participant16,Corpus3,C1,12,"""Hey Google, help.""",they will get,1.0,1.0,1.0
Participant16,Corpus3,C1,13,"""Hey Google, broadcast 'wake everybody up'.""",wake up everybody,0.8333333333333334,0.8333333333333334,0.9444444444444444
Participant16,Corpus3,C1,14,"""Hey Google, How do you solve this problem?""",I'm good,1.0,1.0,1.0
Participant16,Corpus3,C1,15,"""Hey Google, raise the temperature three degrees.""",below freezing,1.0,1.0,1.0
Participant16,Corpus3,C1,16,"""Hey Google, stop the music.""",stop the music,0.4,0.4,0.4
Participant16,Corpus3,C1,17,"""Hey Google, read a bedtime story.""",read me the bedtime story,0.6666666666666666,0.6666666666666666,0.8666666666666667
Participant16,Corpus3,C1,18,"""Hey Google, add apples to my shopping list.""",hey Google add Hoppers to my shopping list,0.125,0.125,0.234375
Participant16,Corpus3,C1,19,"""Hey Google, what does an elephant sound like?""",what does an elephant sound like,0.25,0.25,0.25
Participant16,Corpus3,C1,20,"""Hey Google, broadcast 'the football is about to start.""",Stop,1.0,1.0,1.0
Participant16,Corpus4,B1,1,"""Hey Google, stop the music.""",Stop the music,0.4,0.4,0.4
Participant16,Corpus4,B1,2,"""Hey Google, how many calories are in a Banana?""",how many calories,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant16,Corpus4,B1,3,"""Hey Google, play some music.""",-,1.0,1.0,1.0
Participant16,Corpus4,B1,4,"""Hey Google, flip a coin.""",H3,1.0,1.0,1.0
Participant16,Corpus4,B1,5,"""Hey Google, what are my reminders for this week?""",who is,1.0,1.0,1.0
Participant16,Corpus4,B1,6,"""Hey Google, what's the temperature right now?""",what's the temperature right now,0.25,0.25,0.25
Participant16,Corpus4,B1,7,"""Hey Google, show me the backdoor camera.""",show me somebody.,0.7142857142857143,0.7142857142857143,0.8095238095238095
Participant16,Corpus4,B1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",Set alarm for 3 p.m. tomorrow,0.5,0.5,0.6666666666666667
Participant16,Corpus4,B1,9,"""Hey Google, when is it going to rain?""",what is a bronco,0.875,0.875,0.96875
Participant16,Corpus4,B1,10,"""Hey Google, turn the living room lights to blue""",turn the light blue,0.6666666666666666,0.6666666666666666,0.75
Participant16,Corpus4,B1,11,"""Hey Google, snooze the alarm.""",-,1.0,1.0,1.0
Participant16,Corpus4,B1,12,"""Hey Google, broadcast 'time to leave for school'.""",hey Google,0.75,0.75,0.75
Participant16,Corpus4,B1,13,"""Hey Google, stop.""",-,1.0,1.0,1.0
Participant16,Corpus4,B1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",remind me at 8 a.m. tomorrow,0.7857142857142857,0.7857142857142857,0.8928571428571429
Participant16,Corpus4,B1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music on Spotify,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant16,Corpus4,B1,16,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
Participant16,Corpus4,B1,17,"""Hey Google, read Women and Power.""",have you been,1.0,1.0,1.0
Participant16,Corpus4,B1,18,"""Hey Google, when is Walmart open until?""",-,1.0,1.0,1.0
Participant16,Corpus4,B1,19,"""Hey Google, turn up the sound.""",turn off the phone,0.6666666666666666,0.6666666666666666,0.8333333333333334
Participant16,Corpus4,B1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",have a good time 7.15,0.875,0.875,0.975
Participant16,Corpus5,D2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",Set an alarm for 7:15 a.m. tomorrow morning,0.4,0.4,0.55
Participant16,Corpus5,D2,2,"""Hey Google, broadcast 'the football is about to start.""",have a good,1.0,1.0,1.0
Participant16,Corpus5,D2,3,"""Hey Google, flip a coin.""",-,1.0,1.0,1.0
Participant16,Corpus5,D2,4,"""Hey Google, spell artificial intelligence.""",-,1.0,1.0,1.0
Participant16,Corpus5,D2,5,"""Hey Google, how do you make ketchup?""",How do you make a,0.42857142857142855,0.42857142857142855,0.5428571428571429
Participant16,Corpus5,D2,6,"""Hey Google, play some music from Spotify.""",hey Google play some music on Spotify,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant16,Corpus5,D2,7,"""Hey Google, what are my reminders for this week?""",Google what are my reminders,0.4444444444444444,0.4444444444444444,0.4444444444444444
Participant16,Corpus5,D2,8,"""Hey Google, stop the music in 15 (fifth-teen) minutes.""",16 minutes,0.8888888888888888,0.8888888888888888,0.9444444444444444
Participant16,Corpus5,D2,9,"""Hey Google, brighten the office lamp.""",Hulu,1.0,1.0,1.0
Participant16,Corpus5,D2,10,"""Hey Google, what does an elephant sound like?""",-,1.0,1.0,1.0
Participant16,Corpus5,D2,11,"""Hey Google, lock the front door.""",have you looked,1.0,1.0,1.0
Participant16,Corpus5,D2,12,"""Hey Google, read Women and Power.""",-,1.0,1.0,1.0
Participant16,Corpus5,D2,13,"""Hey Google, turn the living room lights to blue""",-,1.0,1.0,1.0
Participant16,Corpus5,D2,14,"""Hey Google, call my phone.""",Call my phone,0.4,0.4,0.4
Participant16,Corpus5,D2,15,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",set a timer,0.8888888888888888,0.8888888888888888,0.962962962962963
Participant16,Corpus5,D2,16,"""Hey Google, play my Evening Jazz playlist.""",-,1.0,1.0,1.0
Participant16,Corpus5,D2,17,"""Hey Google, did the Liverpool win yesterday?""",-,1.0,1.0,1.0
Participant16,Corpus5,D2,18,"""Hey Google, sing a song.""",-,1.0,1.0,1.0
Participant16,Corpus5,D2,19,"""Hey Google, call the nearest coffee shop.""",-,1.0,1.0,1.0
Participant16,Corpus5,D2,20,"""Hey Google, pause the music.""",-,1.0,1.0,1.0
Participant16,Corpus6,A2,1,"""Hey Google, open the blinds.""",Open the blinds,0.4,0.4,0.4
Participant16,Corpus6,A2,2,"""Hey Google, play some music from Spotify.""",play some music on Spotify,0.42857142857142855,0.42857142857142855,0.5428571428571429
Participant16,Corpus6,A2,3,"""Hey Google, add apples to my shopping list.""",add apples to my shopping list,0.25,0.25,0.25
Participant16,Corpus6,A2,4,"""Hey Google, what does my day look like?""",what does my day look like,0.25,0.25,0.25
Participant16,Corpus6,A2,5,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",call set the alarm for 7:40,0.625,0.625,0.8125
Participant16,Corpus6,A2,6,"""Hey Google, where is my first event tomorrow?""",where is my first event tomorrow,0.25,0.25,0.25
Participant16,Corpus6,A2,7,"""Hey Google, play Money by LISA from Spotify.""",play by Lisa from Spotify,0.375,0.375,0.375
Participant16,Corpus6,A2,8,"""Hey Google, set a timer for 10 (Ten) minutes.""",set the timer for 10 minutes,0.4444444444444444,0.4444444444444444,0.537037037037037
Participant16,Corpus6,A2,9,"""Hey Google, call the nearest coffee shop.""",go to the nearest coffee shop,0.42857142857142855,0.42857142857142855,0.6190476190476191
Participant16,Corpus6,A2,10,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",set an alarm for 7.00 a.m. tomorrow morning,0.4,0.4,0.55
Participant16,Corpus6,A2,11,"""Hey Google, set alarm for 8 AM tomorrow.""",set alarm for 8 a.m. tomorrow,0.25,0.25,0.25
Participant16,Corpus6,A2,12,"""Hey Google, stop the music.""",stop the music,0.4,0.4,0.4
Participant16,Corpus6,A2,13,"""Hey Google, what are my reminders for this week?""",what are my reminders for this week,0.2222222222222222,0.2222222222222222,0.2222222222222222
Participant16,Corpus6,A2,14,"""Hey Google, snooze the alarm.""",snooze the alarm,0.4,0.4,0.4
Participant16,Corpus6,A2,15,"""Hey Google, what is the time?""",what is the time,0.3333333333333333,0.3333333333333333,0.33333333333333337
Participant16,Corpus6,A2,16,"""Hey Google, pause the music.""",who is the music,0.6,0.6,0.8
Participant16,Corpus6,A2,17,"""Hey Google, call My mom.""",call my mom,0.4,0.4,0.4
Participant16,Corpus6,A2,18,"""Hey Google, what is the traffic like on the way to work?""",what is traffic like on the way to work,0.25,0.25,0.25
Participant16,Corpus6,A2,19,"""Hey Google, play my Evening Jazz playlist.""",they might even just a this,1.0,1.0,1.0
Participant16,Corpus6,A2,20,"""Hey Google, is my phone connected over Bluetooth?""",is my phone connected,0.5,0.5,0.5
Participant16,Corpus7,C2,1,"""Hey Google, play some hip hop.""",Play some people,0.6666666666666666,0.6666666666666666,0.7777777777777778
Participant16,Corpus7,C2,2,"""Hey Google, skip this track.""",UPS Store,1.0,1.0,1.0
Participant16,Corpus7,C2,3,"""Hey Google, turn on the Bedroom Light.""",turn on the bedroom light,0.2857142857142857,0.2857142857142857,0.2857142857142857
Participant16,Corpus7,C2,4,"""Hey Google, read Women and Power.""",woman in power,0.8333333333333334,0.8333333333333334,0.9444444444444444
Participant16,Corpus7,C2,5,"""Hey Google, call the nearest coffee shop.""",go to the nearest coffee shop,0.42857142857142855,0.42857142857142855,0.6190476190476191
Participant16,Corpus7,C2,6,"""Hey Google, How do you solve this problem?""",how do you solve this problem,0.25,0.25,0.25
Participant16,Corpus7,C2,7,"""Hey Google, how much time is left on this chapter?""",how much time is left on this apply,0.3,0.3,0.38750000000000007
Participant16,Corpus7,C2,8,"""Hey Google, Bluetooth pairing.""",Groove Theory,1.0,1.0,1.0
Participant16,Corpus7,C2,9,"""Hey Google, flip a coin.""",flip a coin,0.4,0.4,0.4
